account_rewards,date
-98421.14160000338,2016-12-07
-78349.63639999769,2016-12-08
-224721.88120000227,2016-12-09
-100493.47320000167,2016-12-12
-133327.716799995,2016-12-13
-141493.9608000052,2016-12-14
-913.4375999947268,2016-12-15
-100516.1216000015,2016-12-16
-94443.3076000013,2016-12-19
-35411.639199999845,2016-12-20
-89527.32880000194,2016-12-21
-126709.96839999633,2016-12-22
-38332.74280000425,2016-12-23
-83460.3539999962,2016-12-26
-98725.38880000047,2016-12-27
-80976.3875999973,2016-12-28
3903.5811999973166,2016-12-29
13947.670400000057,2016-12-30
-24152.471599998888,2017-01-03
-75841.42000000109,2017-01-04
-132360.39760000113,2017-01-05
-45332.08239999861,2017-01-06
-78435.951200002,2017-01-09
-106163.99039999729,2017-01-10
-82025.14760000027,2017-01-11
-46789.890800000634,2017-01-12
13153.740799998955,2017-01-13
-71471.89399999955,2017-01-16
-65761.40960000132,2017-01-17
-73540.84319999782,2017-01-18
-18415.326800000603,2017-01-19
-51953.327999998015,2017-01-20
-59798.519200000825,2017-01-23
-35043.76920000093,2017-01-24
-40281.1816000007,2017-01-25
-91920.15399999886,2017-01-26
-67754.62919999768,2017-02-03
-80320.9012000026,2017-02-06
-29632.940800002834,2017-02-07
-54125.90479999778,2017-02-08
-59290.17400000008,2017-02-09
-32579.44679999881,2017-02-10
-78979.44679999817,2017-02-13
-108193.15680000189,2017-02-14
-31854.45279999851,2017-02-15
-97946.47000000307,2017-02-16
21747.391199999867,2017-02-17
-27064.33599999933,2017-02-20
-18791.814000002054,2017-02-21
-76529.40279999825,2017-02-22
-57518.4627999972,2017-02-23
-60712.00080000485,2017-02-24
-68785.53239999707,2017-02-27
-73227.13120000198,2017-02-28
-100113.82879999741,2017-03-01
-77037.31919999904,2017-03-02
-57884.375600001265,2017-03-03
-19189.222400001232,2017-03-06
-87284.0151999988,2017-03-07
-127334.29800000439,2017-03-08
-77030.23879999435,2017-03-09
-42604.09000000176,2017-03-10
-41791.42800000112,2017-03-13
-48526.28759999816,2017-03-14
-61838.0587999999,2017-03-15
-114779.30959999992,2017-03-16
-42412.98200000257,2017-03-17
-37550.87479999881,2017-03-20
-13178.309600003286,2017-03-21
-20484.34279999691,2017-03-22
-57833.14760000048,2017-03-23
-105079.74959999796,2017-03-24
-77742.3580000011,2017-03-27
-122346.60640000108,2017-03-28
-120056.97479999735,2017-03-29
7219.975599998101,2017-03-30
13070.199999997698,2017-03-31
-52068.005599998556,2017-04-05
-77924.78599999718,2017-04-06
-81792.7547999992,2017-04-07
-114215.48160000214,2017-04-10
-168885.96560000154,2017-04-11
-54950.67599999902,2017-04-12
-102284.35999999961,2017-04-13
-53725.458400001065,2017-04-14
-24674.525200001233,2017-04-17
-103157.81959999677,2017-04-18
38835.42079999995,2017-04-19
-86057.40199999882,2017-04-20
-100996.58320000269,2017-04-21
-44930.13479999985,2017-04-24
-62541.01400000006,2017-04-25
-45173.09479999992,2017-04-26
-176657.36360000106,2017-04-27
-75941.4511999993,2017-04-28
-83732.2212,2017-05-02
-86063.58159999902,2017-05-03
-113901.48199999904,2017-05-04
-38411.42559999967,2017-05-05
-129942.03520000195,2017-05-08
-71943.56199999845,2017-05-09
-35399.949200000265,2017-05-10
21915.180799999063,2017-05-11
-29029.603600000526,2017-05-12
7051.310399998698,2017-05-15
-161722.48519999944,2017-05-16
-76675.77759999887,2017-05-17
-42930.91439999936,2017-05-18
-35025.92720000067,2017-05-19
-5420.1347999992995,2017-05-22
-94582.00520000089,2017-05-23
-18933.89999999863,2017-05-24
-83758.99680000033,2017-05-25
-239728.88520000302,2017-05-26
8050.481200000333,2017-05-31
-93623.97319999865,2017-06-01
-125942.91999999843,2017-06-02
19902.200399999936,2017-06-05
5447.153599995971,2017-06-06
62668.43400000556,2017-06-07
-82528.45200000223,2017-06-08
-83929.08040000015,2017-06-09
-32343.319200000118,2017-06-12
-225980.9412000017,2017-06-13
-68323.94639999671,2017-06-14
-624360.8784000005,2017-06-15
-16099.283999999487,2017-06-16
-127335.36640000073,2017-06-19
55085.25800000148,2017-06-20
-165138.17400000262,2017-06-21
66773.33759999894,2017-06-22
43560.28240000323,2017-06-23
-59759.11840000273,2017-06-26
-158993.06999999887,2017-06-27
14852.439600000032,2017-06-28
-38614.39519999863,2017-06-29
-118783.05440000379,2017-06-30
-172151.10799999975,2017-07-03
-3835.375199998401,2017-07-04
-98065.39080000043,2017-07-05
-70771.68399999784,2017-07-06
-89312.28159999836,2017-07-07
-14344.4640000035,2017-07-10
-120947.73239999921,2017-07-11
-22201.50800000134,2017-07-12
-60519.84679999918,2017-07-13
-207917.28279999946,2017-07-14
-57523.70080000298,2017-07-17
36608.07360000145,2017-07-18
-51856.29399999463,2017-07-19
-124804.9348000036,2017-07-20
-65818.42679999983,2017-07-21
-89845.33680000185,2017-07-24
-71912.14079999963,2017-07-25
1876.4720000006769,2017-07-26
-38860.99960000171,2017-07-27
-5484.898799997275,2017-07-28
-43234.22880000092,2017-07-31
-119149.65319999961,2017-08-01
-127555.13799999953,2017-08-02
-152689.75959999702,2017-08-03
2518.8911999971233,2017-08-04
-64421.17479999759,2017-08-07
-8193.36640000079,2017-08-08
-80032.94119999958,2017-08-09
-213255.72560000236,2017-08-10
87565.15839999774,2017-08-11
-77183.20039999545,2017-08-14
-108801.19040000187,2017-08-15
-7758.193999998717,2017-08-16
-83790.56639999882,2017-08-17
-35536.04280000126,2017-08-18
-24221.764800002613,2017-08-21
-112032.90159999748,2017-08-22
-123168.8444000007,2017-08-23
31090.836399997108,2017-08-24
12776.660000001539,2017-08-25
-96777.91519999673,2017-08-28
-73720.08320000299,2017-08-29
-85556.82679999873,2017-08-30
7153.902400000079,2017-08-31
50431.339199999326,2017-09-01
-74396.34800000305,2017-09-04
-98189.11079999601,2017-09-05
-133135.42520000148,2017-09-06
-52023.927999999745,2017-09-07
-93122.435600003,2017-09-08
-45685.04479999823,2017-09-11
-48344.43359999919,2017-09-12
-88572.40479999992,2017-09-13
-67712.97080000037,2017-09-14
-45734.67279999981,2017-09-15
-118025.75000000028,2017-09-18
-32685.378799999176,2017-09-19
-121274.28640000118,2017-09-20
-85490.41359999748,2017-09-21
-56978.99040000122,2017-09-22
-72360.51720000031,2017-09-25
-90918.56240000327,2017-09-26
-25229.461999998184,2017-09-27
-75404.12640000052,2017-09-28
34726.580800002106,2017-09-29
