account_rewards,date
-45679.406400003354,2015-11-18
-117887.58679999718,2015-11-19
-221570.43239999947,2015-11-20
-177258.64800000316,2015-11-23
-53680.3876000047,2015-11-24
-117117.22439999097,2015-11-25
-573261.1996000021,2015-11-26
-5247.9427999978,2015-11-27
-41317.59840000321,2015-11-30
215031.7684000041,2015-12-01
-67132.84440000066,2015-12-02
-329652.92360000196,2015-12-03
-107571.17120000022,2015-12-04
-286215.08120000194,2015-12-07
37483.41239999501,2015-12-08
-221407.15079999232,2015-12-09
-123053.11040000283,2015-12-10
151610.87240000252,2015-12-11
-118896.2652000021,2015-12-14
-159162.25199999847,2015-12-15
51705.76879999989,2015-12-16
-110661.13080000284,2015-12-17
217623.89600000397,2015-12-18
-117951.49879999954,2015-12-21
-126729.43280000336,2015-12-22
-216911.6543999981,2015-12-23
-115139.79279999828,2015-12-24
-467308.02560000453,2015-12-25
-61391.03839999322,2015-12-28
-77173.16800000286,2015-12-29
-215842.2840000003,2015-12-30
-688424.445600002,2015-12-31
-31580.82039999956,2016-01-04
13468.08240000068,2016-01-05
-754075.158800003,2016-01-06
48406.93320000074,2016-01-07
-537021.1484000016,2016-01-08
-126082.52639999929,2016-01-11
-187745.95319999848,2016-01-12
206251.3876000017,2016-01-13
-298346.8380000033,2016-01-14
-1344.265599998353,2016-01-15
321785.9803999966,2016-01-18
-282720.49039999815,2016-01-19
-350215.7783999974,2016-01-20
54319.41399999788,2016-01-21
-55981.95159999763,2016-01-22
-569879.400000004,2016-01-25
63239.12720000307,2016-01-26
-383831.1548000036,2016-01-27
105060.69280000112,2016-01-28
-190615.1395999998,2016-01-29
106462.1560000014,2016-02-01
-127194.19719999969,2016-02-02
23713.835199999758,2016-02-03
-137521.934400001,2016-02-04
-162444.82599999986,2016-02-05
162553.43800000145,2016-02-15
-23331.665999999634,2016-02-16
-124838.96919999969,2016-02-17
-69659.75400000141,2016-02-18
83150.4547999973,2016-02-19
-77810.46839999784,2016-02-22
28586.140799998204,2016-02-23
-593486.1943999988,2016-02-24
74966.74440000289,2016-02-25
-172201.50960000142,2016-02-26
142647.63200000182,2016-02-29
311398.0756000007,2016-03-01
-14252.88040000037,2016-03-02
118729.00159999894,2016-03-03
-164881.2476000001,2016-03-04
-180573.83039999878,2016-03-07
-195732.46920000107,2016-03-08
-270643.37239999976,2016-03-09
-66417.12080000203,2016-03-10
-41308.4219999971,2016-03-11
