account_value,date,daily_return
10000000.0,2012-01-09,
7844917.5117238,2012-01-10,-0.21550824882761999
7844120.185946298,2012-01-11,-0.00010163596702073008
7842810.708268798,2012-01-12,-0.00016693748265683706
7819029.5245560985,2012-01-13,-0.0030322271692247993
7787342.990622499,2012-01-16,-0.0040524893574178655
7849749.1329563,2012-01-17,0.008013791405997006
7790139.373935699,2012-01-18,-0.007593842556106067
7811613.061388701,2012-01-19,0.002756521600222994
7833662.0867611,2012-01-20,0.002822595691712282
7812666.554428702,2012-01-30,-0.0026801682405832583
7817942.458750201,2012-01-31,0.0006753013564246846
7807046.0468311,2012-02-01,-0.0013937697772263835
7838046.7059301,2012-02-02,0.0039708564434024485
7848634.114318702,2012-02-03,0.0013507712808846772
7854930.381711802,2012-02-06,0.000802211862776625
7835395.930240603,2012-02-07,-0.002486903196071588
7872116.503290303,2012-02-08,0.0046864987266281855
7872783.771642101,2012-02-09,8.476352598685288e-05
7876274.539905097,2012-02-10,0.0004433969437303009
7875021.178429695,2012-02-13,-0.0001591312579383164
7863155.440211292,2012-02-14,-0.001506756356529415
7885474.004001094,2012-02-15,0.0028383724523195486
7880257.177137496,2012-02-16,-0.0006615742897574384
7883346.827272193,2012-02-17,0.0003920747845209682
7881524.707748294,2012-02-20,-0.00023113527335816286
7909061.073659892,2012-02-21,0.0034937866634519033
7928791.243667491,2012-02-22,0.0024946286068403545
7930229.371051891,2012-02-23,0.00018138040720239168
7968000.688207591,2012-02-24,0.004762953930888658
7974725.885327991,2012-02-27,0.000844025670122317
7986790.646715492,2012-02-28,0.0015128747446602198
7955220.388016693,2012-02-29,-0.0039528090938231175
7938749.3563606925,2012-03-01,-0.002070468302903583
7974207.042107892,2012-03-02,0.004466407006386897
7945669.477890592,2012-03-05,-0.0035787337934175545
7900824.8322175965,2012-03-06,-0.005643910283177456
7897070.067023596,2012-03-07,-0.0004752371143187384
7932835.585555596,2012-03-08,0.004528960516805958
7957987.472931994,2012-03-09,0.0031706048997404146
7958717.648346794,2012-03-12,9.175377785952676e-05
7977920.764404593,2012-03-13,0.002412840473337896
7889864.427805191,2012-03-14,-0.011037504532795839
7875527.146595191,2012-03-15,-0.0018171771316466412
7940399.29950919,2012-03-16,0.008237182312557323
7942460.878993092,2012-03-19,0.0002596317144945015
7885141.02340999,2012-03-20,-0.0072168886263836995
7881703.70470299,2012-03-21,-0.0004359235550505103
7871580.657281987,2012-03-22,-0.0012843729985640984
7845096.717392189,2012-03-23,-0.0033645008598492954
7860227.920405388,2012-03-26,0.0019287465226085487
7855934.450157888,2012-03-27,-0.0005462271948061259
7751564.232149987,2012-03-28,-0.013285525569247114
7726035.412302985,2012-03-29,-0.0032933765472934473
7748577.671501983,2012-03-30,0.002917700734726303
7827967.912253783,2012-04-05,0.010245782402592996
7830578.259525683,2012-04-06,0.00033346422739088943
7803197.084386282,2012-04-09,-0.0034966989961555672
7840062.980808881,2012-04-10,0.004724460503037431
7942267.006996982,2012-04-12,0.013036123107464714
7962289.414840581,2012-04-13,0.0025209940469086423
7952284.194803481,2012-04-16,-0.0012565757806356492
7894599.937015481,2012-04-17,-0.007253797320987854
7983681.756093181,2012-04-18,0.011283892760673098
7990395.636733182,2012-04-19,0.0008409504342876684
8052240.514555382,2012-04-20,0.007739901831379736
8010938.0665458795,2012-04-23,-0.005129311268688874
7977041.215314884,2012-04-24,-0.004231321094910312
8034917.967097383,2012-04-25,0.00725541591428458
8023065.162845584,2012-04-26,-0.0014751618249664311
8013729.032772282,2012-04-27,-0.0011636612546208625
8114536.048099482,2012-05-02,0.01257928923163587
8115921.52354148,2012-05-03,0.00017073994542449178
8071255.054624582,2012-05-04,-0.00550356096807203
8053753.443402182,2012-05-07,-0.002168387828652696
8055308.148074783,2012-05-08,0.00019304100672146163
7971501.352679384,2012-05-09,-0.010403921719050468
7967565.981192384,2012-05-10,-0.000493680087713666
7918648.951679383,2012-05-11,-0.006139519851918407
7896692.829220583,2012-05-14,-0.002772710672335643
7921039.424997883,2012-05-15,0.0030831382584883826
7847855.233477082,2012-05-16,-0.009239215662762645
7922702.070811283,2012-05-17,0.009537234710309317
7843954.417758783,2012-05-18,-0.00993949442357811
7872153.430975979,2012-05-21,0.003594999628421247
7954332.82187888,2012-05-22,0.010439251676616745
7948225.567521881,2012-05-23,-0.0007677896429226783
7893963.853160381,2012-05-24,-0.0068268966325294445
7817954.71976318,2012-05-25,-0.009628766334769834
7900648.103106879,2012-05-28,0.010577367906040136
7954977.724571979,2012-05-29,0.006876603128765479
7931133.478562478,2012-05-30,-0.0029973994692465977
7953600.080395879,2012-05-31,0.0028327100904463887
8004462.236703379,2012-06-01,0.006394859660201702
7863449.66136138,2012-06-04,-0.017616745656617083
7865996.891006679,2012-06-05,0.0003239328481767778
7849755.826264482,2012-06-06,-0.002064717920339576
7823838.873592179,2012-06-07,-0.00330162533025391
7802236.180670381,2012-06-08,-0.002761137246156009
7899713.260361081,2012-06-11,0.012493479745229186
7911137.737181379,2012-06-12,0.0014461887974623888
8069792.238864581,2012-06-13,0.02005457456991877
8060464.61682498,2012-06-14,-0.0011558689199802075
8047073.47253878,2012-06-15,-0.0016613365262155844
8028210.1676005805,2012-06-18,-0.0023441198843993094
7974652.347397081,2012-06-19,-0.006671203055899411
