,0
Annual return,0.04162573521702173
Cumulative returns,0.11398612347001835
Annual volatility,0.2436979188241005
Sharpe ratio,0.2894963564116929
Calmar ratio,0.11623680360378055
Stability,0.16405501519480484
Max drawdown,-0.35811149245734997
Omega ratio,1.0503483502842823
Sortino ratio,0.41118941173099943
Skew,
Kurtosis,
Tail ratio,1.017556975599107
Daily value at risk,-0.03042309285407231
