,0
Annual return,0.23369532605211174
Cumulative returns,0.7434577902294242
Annual volatility,0.30662593251181436
Sharpe ratio,0.840366356812425
Calmar ratio,0.6123912763358884
Stability,0.5606706983821075
Max drawdown,-0.3816111285098271
Omega ratio,1.1495547357443336
Sortino ratio,1.1738582400931197
Skew,
Kurtosis,
Tail ratio,0.984181711803208
Daily value at risk,-0.037608704117401824
