,0
Annual return,0.19167455971256464
Cumulative returns,0.590655200702525
Annual volatility,0.2627282243355553
Sharpe ratio,0.8001296453199568
Calmar ratio,0.6270097555300806
Stability,0.6173174873029508
Max drawdown,-0.3056962958264038
Omega ratio,1.1440560851321173
Sortino ratio,1.1547635021327147
Skew,
Kurtosis,
Tail ratio,1.1137026238918641
Daily value at risk,-0.032266451932224036
