,0
Annual return,0.11626484897835221
Cumulative returns,0.33792438117060364
Annual volatility,0.24024555421255023
Sharpe ratio,0.5788703153046698
Calmar ratio,0.3932744425644035
Stability,0.38189530620263135
Max drawdown,-0.2956328619277425
Omega ratio,1.102341433986141
Sortino ratio,0.8193983660980958
Skew,
Kurtosis,
Tail ratio,0.9443752692983499
Daily value at risk,-0.029716225637722072
