,0
Annual return,0.09201590625368539
Cumulative returns,0.2623663044733009
Annual volatility,0.2867821333243904
Sharpe ratio,0.45128918562695136
Calmar ratio,0.21160530479364137
Stability,0.23828516863541924
Max drawdown,-0.4348468784533535
Omega ratio,1.076832294914782
Sortino ratio,0.6291729089146748
Skew,
Kurtosis,
Tail ratio,0.9786978376445633
Daily value at risk,-0.035617574553152974
