,0
Annual return,0.1637348101121332
Cumulative returns,0.49384007728520296
Annual volatility,0.42042761319199673
Sharpe ratio,0.5704583231931122
Calmar ratio,0.33511654369079397
Stability,0.5391671397850551
Max drawdown,-0.4885906506102199
Omega ratio,1.1029475528513908
Sortino ratio,0.8543365484495661
Skew,
Kurtosis,
Tail ratio,1.1120039463239257
Daily value at risk,-0.05201716854952458
